cod_zona,nse_index,idencuesta
13401061011,.10226742,134010424
13401061011,.10226742,134010425
13401061011,.10226742,134010427
13401061011,.10226742,13401043
13401061011,.10226742,13401046
13401061011,.10226742,13401047
13401081001,.42848963,13401051
13401081001,.42848963,13401052
13401081001,.42848963,13401053
13401081008,.47373867,13401061
13401101006,.344152,13401074
13401101006,.344152,13401075
13401131002,.1656874,13401082
13401131002,.1656874,134010821
13401131002,.1656874,134010823
13401131002,.1656874,134010827
13401131002,.1656874,13401086
13604031001,.34966516,13604012
13604031001,.34966516,136040121
13604031001,.34966516,136040125
13604031001,.34966516,136040126
13604031001,.34966516,136040128
13604031001,.34966516,13604014
13604041005,.2289203,13604022
